"","id","Cm","dN","dC","Whale_1","Whale","Sex","Status","Talla_fetus_(cm)","Sexe_fetus","Length","Talla_(peus)","Data_capt","Lat","Long","Edat","Year","days","rev_days","sample_date","year.x","year_rev","Year_from_sample_date","Year_month","Month_from_sample_date","Species","region","year.y","d13c.uncor","Laws.cor","Suess.cor","net.cor","d13c.cor","measured","measured_date_formatted","month_f","year_f","whale_id","julian_day","sample_ID","mean_NAO_linear_start_m","mean_NAO_linear_end_m","mean_AMO_linear_start_m","mean_AMO_linear_end_m","mean_AMOC_linear_start_m","mean_AMOC_linear_end_m","overall_start","overall_end","mean_NAO_start_m_int","mean_NAO_start_m_date","mean_NAO_end_m_int","mean_NAO_end_m_date","mean_AMO_start_m_int","mean_AMO_start_m_date","mean_AMO_end_m_int","mean_AMO_end_m_date","mean_AMOC_start_m_int","mean_AMOC_start_m_date","mean_AMOC_end_m_int","mean_AMOC_end_m_date","overall_start_int","overall_start_date","overall_end_int","overall_end_date","mean_NAO_dC","mean_AMO_dC","mean_AMOC_dC","mean_NAO","mean_AMO","mean_AMOC"
"536",536,32,8.76395039627011,-19.5274471157612,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,821.8125,-319.59375,2014-09-22,2014,2013-05-08,"2013","2013/05","05","fin","Subpolar North Atlantic",2013,-19.5274471157612,-0.006,-0.292,-0.297,-19.825,2013-05-08,"08/05/2013","05","2013","F15079",127,536,2011-05-08,2012-11-08,2012-07-08,2012-08-08,2010-08-08,2011-06-08,2010-05-08,2013-05-08,2011-05-08,2011-05-08,2012-11-08,2012-11-08,2012-07-08,2012-07-08,2012-08-08,2012-08-08,2010-08-08,2010-08-08,2011-06-08,2011-06-08,2010-05-08,2010-05-08,2013-05-08,2013-05-08,-0.31,0.41,15.9587441407864,-0.368055555555556,0.166111111111111,15.9736509312282
"537",537,33,9.06220845457721,-19.7841473574584,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,844.640625,-296.765625,2014-10-15,2014,2013-04-15,"2013","2013/04","04","fin","Subpolar North Atlantic",2013,-19.7841473574584,-0.006,-0.292,-0.297,-20.082,2013-04-15,"15/04/2013","04","2013","F15079",104,537,2011-04-15,2012-10-15,2012-06-15,2012-07-15,2010-07-15,2011-05-15,2010-04-15,2013-04-15,2011-04-15,2011-04-15,2012-10-15,2012-10-15,2012-06-15,2012-06-15,2012-07-15,2012-07-15,2010-07-15,2010-07-15,2011-05-15,2011-05-15,2010-04-15,2010-04-15,2013-04-15,2013-04-15,-0.269444444444444,0.354,16.4683141097028,-0.421111111111111,0.176083333333333,15.9636257746578
"538",538,34,9.64737218834929,-19.6419906499049,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,867.46875,-273.9375,2014-11-07,2014,2013-03-23,"2013","2013/03","03","fin","Subpolar North Atlantic",2013,-19.6419906499049,-0.006,-0.292,-0.297,-19.939,2013-03-23,"23/03/2013","03","2013","F15079",81,538,2011-03-23,2012-09-23,2012-05-23,2012-06-23,2010-06-23,2011-04-23,2010-03-23,2013-03-23,2011-03-23,2011-03-23,2012-09-23,2012-09-23,2012-05-23,2012-05-23,2012-06-23,2012-06-23,2010-06-23,2010-06-23,2011-04-23,2011-04-23,2010-03-23,2010-03-23,2013-03-23,2013-03-23,-0.0316666666666667,0.279,16.8679360703143,-0.463611111111111,0.184138888888889,15.9321714137338
"539",539,35,8.05597452084217,-19.1776802525722,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,890.296875,-251.109375,2014-11-29,2014,2013-02-28,"2013","2013/02","02","fin","Subpolar North Atlantic",2013,-19.1776802525722,-0.006,-0.292,-0.297,-19.475,2013-02-28,"28/02/2013","02","2013","F15079",58,539,2011-02-28,2012-08-28,2012-04-28,2012-05-28,2010-05-28,2011-03-28,2010-02-28,2013-02-28,2011-02-28,2011-02-28,2012-08-28,2012-08-28,2012-04-28,2012-04-28,2012-05-28,2012-05-28,2010-05-28,2010-05-28,2011-03-28,2011-03-28,2010-02-28,2010-02-28,2013-02-28,2013-02-28,0.00555555555555556,0.143,16.8829679039076,-0.4425,0.18775,16.0288514290205
"540",540,36,9.88164408881888,-19.0754092399438,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,913.125,-228.28125,2014-12-22,2014,2013-02-05,"2013","2013/02","02","fin","Subpolar North Atlantic",2013,-19.0754092399438,-0.006,-0.292,-0.297,-19.373,2013-02-05,"05/02/2013","02","2013","F15079",35,540,2011-02-05,2012-08-05,2012-04-05,2012-05-05,2010-05-05,2011-03-05,2010-02-05,2013-02-05,2011-02-05,2011-02-05,2012-08-05,2012-08-05,2012-04-05,2012-04-05,2012-05-05,2012-05-05,2010-05-05,2010-05-05,2011-03-05,2011-03-05,2010-02-05,2010-02-05,2013-02-05,2013-02-05,0.00555555555555556,0.143,16.8829679039076,-0.4425,0.18775,16.0288514290205
"541",541,37,9.7082622417753,-19.2799512652005,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,935.953125,-205.453125,2015-01-14,2015,2013-01-14,"2013","2013/01","01","fin","Subpolar North Atlantic",2013,-19.2799512652005,-0.006,-0.292,-0.297,-19.577,2013-01-14,"14/01/2013","01","2013","F15079",13,541,2011-01-14,2012-07-14,2012-03-14,2012-04-14,2010-04-14,2011-02-14,2010-01-14,2013-01-14,2011-01-14,2011-01-14,2012-07-14,2012-07-14,2012-03-14,2012-03-14,2012-04-14,2012-04-14,2010-04-14,2010-04-14,2011-02-14,2011-02-14,2010-01-14,2010-01-14,2013-01-14,2013-01-14,0.102222222222222,0.059,16.9328040666488,-0.490555555555556,0.1895,15.8264701749754
"542",542,38,10.155133311834,-19.3494955537878,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,958.78125,-182.625,2015-02-06,2015,2012-12-22,"2012","2012/12","12","fin","Subpolar North Atlantic",2012,-19.3494955537878,-0.01,-0.32,-0.329,-19.679,2012-12-22,"22/12/2012","12","2012","F15079",356,542,2010-12-22,2012-06-22,2012-02-22,2012-03-22,2010-03-22,2011-01-22,2009-12-22,2012-12-22,2010-12-22,2010-12-22,2012-06-22,2012-06-22,2012-02-22,2012-02-22,2012-03-22,2012-03-22,2010-03-22,2010-03-22,2011-01-22,2011-01-22,2009-12-22,2009-12-22,2012-12-22,2012-12-22,0.0888888888888889,0.005,16.7651639817924,-0.5375,0.187055555555556,15.6824821873583
"543",543,39,9.83726659225416,-19.4067673208597,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,981.609375,-159.796875,2015-03-01,2015,2012-11-29,"2012","2012/11","11","fin","Subpolar North Atlantic",2012,-19.4067673208597,-0.01,-0.32,-0.329,-19.736,2012-11-29,"29/11/2012","11","2012","F15079",333,543,2010-11-29,2012-05-29,2012-01-29,2012-02-29,2010-02-28,2010-12-29,2009-11-29,2012-11-29,2010-11-29,2010-11-29,2012-05-29,2012-05-29,2012-01-29,2012-01-29,2012-02-29,2012-02-29,2010-02-28,2010-02-28,2010-12-29,2010-12-29,2009-11-29,2009-11-29,2012-11-29,2012-11-29,0.113888888888889,-0.017,16.2688619400442,-0.591666666666667,0.185444444444444,15.4463040929418
"544",544,40,9.60505876139222,-19.407790030986,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1004.4375,-136.96875,2015-03-24,2015,2012-11-06,"2012","2012/11","11","fin","Subpolar North Atlantic",2012,-19.407790030986,-0.01,-0.32,-0.329,-19.737,2012-11-06,"06/11/2012","11","2012","F15079",310,544,2010-11-06,2012-05-06,2012-01-06,2012-02-06,2010-02-06,2010-12-06,2009-11-06,2012-11-06,2010-11-06,2010-11-06,2012-05-06,2012-05-06,2012-01-06,2012-01-06,2012-02-06,2012-02-06,2010-02-06,2010-02-06,2010-12-06,2010-12-06,2009-11-06,2009-11-06,2012-11-06,2012-11-06,0.113888888888889,-0.017,16.2688619400442,-0.591666666666667,0.185444444444444,15.4463040929418
"545",545,41,9.78669688686645,-19.4169944221225,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1027.265625,-114.140625,2015-04-15,2015,2012-10-14,"2012","2012/10","10","fin","Subpolar North Atlantic",2012,-19.4169944221225,-0.01,-0.32,-0.329,-19.746,2012-10-14,"14/10/2012","10","2012","F15079",287,545,2010-10-14,2012-04-14,2011-12-14,2012-01-14,2010-01-14,2010-11-14,2009-10-14,2012-10-14,2010-10-14,2010-10-14,2012-04-14,2012-04-14,2011-12-14,2011-12-14,2012-01-14,2012-01-14,2010-01-14,2010-01-14,2010-11-14,2010-11-14,2009-10-14,2009-10-14,2012-10-14,2012-10-14,0.0555555555555555,-0.086,16.2477933340853,-0.575555555555556,0.182805555555556,15.3761075933407
"546",546,42,10.2779454534899,-19.4783570296996,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1050.09375,-91.3125,2015-05-08,2015,2012-09-21,"2012","2012/09","09","fin","Subpolar North Atlantic",2012,-19.4783570296996,-0.01,-0.32,-0.329,-19.808,2012-09-21,"21/09/2012","09","2012","F15079",264,546,2010-09-21,2012-03-21,2011-11-21,2011-12-21,2009-12-21,2010-10-21,2009-09-21,2012-09-21,2010-09-21,2010-09-21,2012-03-21,2012-03-21,2011-11-21,2011-11-21,2011-12-21,2011-12-21,2009-12-21,2009-12-21,2010-10-21,2010-10-21,2009-09-21,2009-09-21,2012-09-21,2012-09-21,0.00722222222222215,-0.066,15.4340244229819,-0.544444444444445,0.17825,15.3066836926488
"547",547,43,10.2077670868294,-19.5274471157612,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1072.921875,-68.484375,2015-05-31,2015,2012-08-30,"2012","2012/08","08","fin","Subpolar North Atlantic",2012,-19.5274471157612,-0.01,-0.32,-0.329,-19.857,2012-08-30,"30/08/2012","08","2012","F15079",242,547,2010-08-30,2012-02-29,2011-10-30,2011-11-30,2009-11-30,2010-09-30,2009-08-30,2012-08-30,2010-08-30,2010-08-30,2012-02-29,2012-02-29,2011-10-30,2011-10-30,2011-11-30,2011-11-30,2009-11-30,2009-11-30,2010-09-30,2010-09-30,2009-08-30,2009-08-30,2012-08-30,2012-08-30,-0.0788888888888889,-0.092,14.2972881516618,-0.4875,0.167416666666667,15.2031701637
"548",548,44,10.2356320265328,-19.7299437207653,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1095.75,-45.65625,2015-06-23,2015,2012-08-07,"2012","2012/08","08","fin","Subpolar North Atlantic",2012,-19.7299437207653,-0.01,-0.32,-0.329,-20.059,2012-08-07,"07/08/2012","08","2012","F15079",219,548,2010-08-07,2012-02-07,2011-10-07,2011-11-07,2009-11-07,2010-09-07,2009-08-07,2012-08-07,2010-08-07,2010-08-07,2012-02-07,2012-02-07,2011-10-07,2011-10-07,2011-11-07,2011-11-07,2009-11-07,2009-11-07,2010-09-07,2010-09-07,2009-08-07,2009-08-07,2012-08-07,2012-08-07,-0.0788888888888889,-0.092,14.2972881516618,-0.4875,0.167416666666667,15.2031701637
"549",549,45,9.86306746234992,-19.4159717119963,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1118.578125,-22.828125,2015-07-16,2015,2012-07-15,"2012","2012/07","07","fin","Subpolar North Atlantic",2012,-19.4159717119963,-0.01,-0.32,-0.329,-19.745,2012-07-15,"15/07/2012","07","2012","F15079",196,549,2010-07-15,2012-01-15,2011-09-15,2011-10-15,2009-10-15,2010-08-15,2009-07-15,2012-07-15,2010-07-15,2010-07-15,2012-01-15,2012-01-15,2011-09-15,2011-09-15,2011-10-15,2011-10-15,2009-10-15,2009-10-15,2010-08-15,2010-08-15,2009-07-15,2009-07-15,2012-07-15,2012-07-15,-0.174444444444445,0.042,13.4728205052169,-0.459166666666667,0.159694444444444,15.232471781854
"550",550,46,9.34911413004218,-19.2860875259582,"K","F15079","female","lactant",NA,NA,1920,63,2015-08-08,"6427","2746","NA",2015,1141.40625,0,2015-08-08,2015,2012-06-22,"2012","2012/06","06","fin","Subpolar North Atlantic",2012,-19.2860875259582,-0.01,-0.32,-0.329,-19.615,2012-06-22,"22/06/2012","06","2012","F15079",173,550,2010-06-22,2011-12-22,2011-08-22,2011-09-22,2009-09-22,2010-07-22,2009-06-22,2012-06-22,2010-06-22,2010-06-22,2011-12-22,2011-12-22,2011-08-22,2011-08-22,2011-09-22,2011-09-22,2009-09-22,2009-09-22,2010-07-22,2010-07-22,2009-06-22,2009-06-22,2012-06-22,2012-06-22,-0.243888888888889,0.123,12.933897612171,-0.481944444444445,0.155638888888889,15.2199130552845
"551",551,-2,8.44256481560102,-19.1455100283152,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,45.65625,-1095.75,2012-08-09,2012,2015-06-25,"2015","2015/06","06","fin","Subpolar North Atlantic",2015,-19.1455100283152,0,-0.233,-0.233,-19.378,2015-06-25,"25/06/2015","06","2015","F15084",175,551,2013-06-25,2014-12-25,2014-08-25,2014-09-25,2012-09-25,2013-07-25,2012-06-25,2015-06-25,2013-06-25,2013-06-25,2014-12-25,2014-12-25,2014-08-25,2014-08-25,2014-09-25,2014-09-25,2012-09-25,2012-09-25,2013-07-25,2013-07-25,2012-06-25,2012-06-25,2015-06-25,2015-06-25,0.220555555555556,0.288,15.1119936219448,0.0588888888888888,0.107638888888889,16.2055161461992
"552",552,-1,9.53989696989679,-18.9890951612744,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,68.484375,-1072.921875,2012-09-01,2012,2015-06-02,"2015","2015/06","06","fin","Subpolar North Atlantic",2015,-18.9890951612744,0,-0.233,-0.233,-19.222,2015-06-02,"02/06/2015","06","2015","F15084",152,552,2013-06-02,2014-12-02,2014-08-02,2014-09-02,2012-09-02,2013-07-02,2012-06-02,2015-06-02,2013-06-02,2013-06-02,2014-12-02,2014-12-02,2014-08-02,2014-08-02,2014-09-02,2014-09-02,2012-09-02,2012-09-02,2013-07-02,2013-07-02,2012-06-02,2012-06-02,2015-06-02,2015-06-02,0.220555555555556,0.288,15.1119936219448,0.0588888888888888,0.107638888888889,16.2055161461992
"553",553,0,9.8049828273952,-18.8388545653009,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,91.3125,-1050.09375,2012-09-23,2012,2015-05-10,"2015","2015/05","05","fin","Subpolar North Atlantic",2015,-18.8388545653009,0,-0.233,-0.233,-19.071,2015-05-10,"10/05/2015","05","2015","F15084",129,553,2013-05-10,2014-11-10,2014-07-10,2014-08-10,2012-08-10,2013-06-10,2012-05-10,2015-05-10,2013-05-10,2013-05-10,2014-11-10,2014-11-10,2014-07-10,2014-07-10,2014-08-10,2014-08-10,2012-08-10,2012-08-10,2013-06-10,2013-06-10,2012-05-10,2012-05-10,2015-05-10,2015-05-10,0.176111111111111,0.313,14.9971204675976,-0.0102777777777777,0.115194444444444,15.9679698998674
"554",554,1,9.73408777248283,-19.0611283237274,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,114.140625,-1027.265625,2012-10-16,2012,2015-04-17,"2015","2015/04","04","fin","Subpolar North Atlantic",2015,-19.0611283237274,0,-0.233,-0.233,-19.294,2015-04-17,"17/04/2015","04","2015","F15084",106,554,2013-04-17,2014-10-17,2014-06-17,2014-07-17,2012-07-17,2013-05-17,2012-04-17,2015-04-17,2013-04-17,2013-04-17,2014-10-17,2014-10-17,2014-06-17,2014-06-17,2014-07-17,2014-07-17,2012-07-17,2012-07-17,2013-05-17,2013-05-17,2012-04-17,2012-04-17,2015-04-17,2015-04-17,0.176111111111111,0.2,14.674826786458,-0.0375,0.118527777777778,15.9122626328226
"555",555,2,9.96730297753684,-19.0702956893124,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,136.96875,-1004.4375,2012-11-08,2012,2015-03-26,"2015","2015/03","03","fin","Subpolar North Atlantic",2015,-19.0702956893124,0,-0.233,-0.233,-19.303,2015-03-26,"26/03/2015","03","2015","F15084",84,555,2013-03-26,2014-09-26,2014-05-26,2014-06-26,2012-06-26,2013-04-26,2012-03-26,2015-03-26,2013-03-26,2013-03-26,2014-09-26,2014-09-26,2014-05-26,2014-05-26,2014-06-26,2014-06-26,2012-06-26,2012-06-26,2013-04-26,2013-04-26,2012-03-26,2012-03-26,2015-03-26,2015-03-26,0.257777777777778,0.04,14.7177800999486,-0.045,0.12275,15.8434040969208
"556",556,3,9.49875917659765,-19.0968861525958,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,159.796875,-981.609375,2012-12-01,2012,2015-03-03,"2015","2015/03","03","fin","Subpolar North Atlantic",2015,-19.0968861525958,0,-0.233,-0.233,-19.329,2015-03-03,"03/03/2015","03","2015","F15084",61,556,2013-03-03,2014-09-03,2014-05-03,2014-06-03,2012-06-03,2013-04-03,2012-03-03,2015-03-03,2013-03-03,2013-03-03,2014-09-03,2014-09-03,2014-05-03,2014-05-03,2014-06-03,2014-06-03,2012-06-03,2012-06-03,2013-04-03,2013-04-03,2012-03-03,2012-03-03,2015-03-03,2015-03-03,0.257777777777778,0.04,14.7177800999486,-0.045,0.12275,15.8434040969208
"557",557,4,9.71858258981361,-18.8146181577415,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,182.625,-958.78125,2012-12-24,2012,2015-02-08,"2015","2015/02","02","fin","Subpolar North Atlantic",2015,-18.8146181577415,0,-0.233,-0.233,-19.047,2015-02-08,"08/02/2015","02","2015","F15084",38,557,2013-02-08,2014-08-08,2014-04-08,2014-05-08,2012-05-08,2013-03-08,2012-02-08,2015-02-08,2013-02-08,2013-02-08,2014-08-08,2014-08-08,2014-04-08,2014-04-08,2014-05-08,2014-05-08,2012-05-08,2012-05-08,2013-03-08,2013-03-08,2012-02-08,2012-02-08,2015-02-08,2015-02-08,0.0461111111111111,-0.023,14.1948021070986,-0.0502777777777778,0.127083333333333,15.7599844890828
"558",558,5,9.38729941778392,-18.8084818969838,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,205.453125,-935.953125,2013-01-16,2013,2015-01-16,"2015","2015/01","01","fin","Subpolar North Atlantic",2015,-18.8084818969838,0,-0.233,-0.233,-19.041,2015-01-16,"16/01/2015","01","2015","F15084",15,558,2013-01-16,2014-07-16,2014-03-16,2014-04-16,2012-04-16,2013-02-16,2012-01-16,2015-01-16,2013-01-16,2013-01-16,2014-07-16,2014-07-16,2014-03-16,2014-03-16,2014-04-16,2014-04-16,2012-04-16,2012-04-16,2013-02-16,2013-02-16,2012-01-16,2012-01-16,2015-01-16,2015-01-16,0.119444444444444,-0.116,14.8337073750092,-0.0786111111111111,0.127333333333333,15.7978279602204
"559",559,6,8.72370103892071,-18.8197317083729,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,228.28125,-913.125,2013-02-07,2013,2014-12-24,"2014","2014/12","12","fin","Subpolar North Atlantic",2014,-18.8197317083729,-0.008,-0.263,-0.27,-19.09,2014-12-24,"24/12/2014","12","2014","F15084",357,559,2012-12-24,2014-06-24,2014-02-24,2014-03-24,2012-03-24,2013-01-24,2011-12-24,2014-12-24,2012-12-24,2012-12-24,2014-06-24,2014-06-24,2014-02-24,2014-02-24,2014-03-24,2014-03-24,2012-03-24,2012-03-24,2013-01-24,2013-01-24,2011-12-24,2011-12-24,2014-12-24,2014-12-24,0.101666666666667,-0.103,14.6998376790548,-0.0983333333333333,0.125777777777778,15.7764513161782
"560",560,7,8.21387584582829,-18.8463221716563,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,251.109375,-890.296875,2013-03-02,2013,2014-12-01,"2014","2014/12","12","fin","Subpolar North Atlantic",2014,-18.8463221716563,-0.008,-0.263,-0.27,-19.117,2014-12-01,"01/12/2014","12","2014","F15084",334,560,2012-12-01,2014-06-01,2014-02-01,2014-03-01,2012-03-01,2013-01-01,2011-12-01,2014-12-01,2012-12-01,2012-12-01,2014-06-01,2014-06-01,2014-02-01,2014-02-01,2014-03-01,2014-03-01,2012-03-01,2012-03-01,2013-01-01,2013-01-01,2011-12-01,2011-12-01,2014-12-01,2014-12-01,0.1,-0.0835,14.9803629833759,-0.0348648648648649,0.120594594594595,15.89437895634
"561",561,8,8.81968027567697,-18.9629111260526,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,273.9375,-867.46875,2013-03-25,2013,2014-11-09,"2014","2014/11","11","fin","Subpolar North Atlantic",2014,-18.9629111260526,-0.008,-0.263,-0.27,-19.233,2014-11-09,"09/11/2014","11","2014","F15084",312,561,2012-11-09,2014-05-09,2014-01-09,2014-02-09,2012-02-09,2012-12-09,2011-11-09,2014-11-09,2012-11-09,2012-11-09,2014-05-09,2014-05-09,2014-01-09,2014-01-09,2014-02-09,2014-02-09,2012-02-09,2012-02-09,2012-12-09,2012-12-09,2011-11-09,2011-11-09,2014-11-09,2014-11-09,0.142777777777778,-0.064,15.1756467885859,-0.0811111111111111,0.122916666666667,15.9033196175618
"562",562,9,9.33672971239621,-19.0856363412067,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,296.765625,-844.640625,2013-04-17,2013,2014-10-17,"2014","2014/10","10","fin","Subpolar North Atlantic",2014,-19.0856363412067,-0.008,-0.263,-0.27,-19.356,2014-10-17,"17/10/2014","10","2014","F15084",289,562,2012-10-17,2014-04-17,2013-12-17,2014-01-17,2012-01-17,2012-11-17,2011-10-17,2014-10-17,2012-10-17,2012-10-17,2014-04-17,2014-04-17,2013-12-17,2013-12-17,2014-01-17,2014-01-17,2012-01-17,2012-01-17,2012-11-17,2012-11-17,2011-10-17,2011-10-17,2014-10-17,2014-10-17,0.146111111111111,-0.083,14.9613419577571,-0.0611111111111111,0.119166666666667,15.8351706224816
"563",563,10,9.3264093643579,-19.1930209044664,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,319.59375,-821.8125,2013-05-10,2013,2014-09-24,"2014","2014/09","09","fin","Subpolar North Atlantic",2014,-19.1930209044664,-0.008,-0.263,-0.27,-19.463,2014-09-24,"24/09/2014","09","2014","F15084",266,563,2012-09-24,2014-03-24,2013-11-24,2013-12-24,2011-12-24,2012-10-24,2011-09-24,2014-09-24,2012-09-24,2012-09-24,2014-03-24,2014-03-24,2013-11-24,2013-11-24,2013-12-24,2013-12-24,2011-12-24,2011-12-24,2012-10-24,2012-10-24,2011-09-24,2011-09-24,2014-09-24,2014-09-24,0.0394444444444444,0.015,14.8863314932484,-0.0108333333333333,0.112833333333333,15.8692628116105
"564",564,11,8.9445564869405,-19.4180171322488,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,342.421875,-798.984375,2013-06-02,2013,2014-09-01,"2014","2014/09","09","fin","Subpolar North Atlantic",2014,-19.4180171322488,-0.008,-0.263,-0.27,-19.688,2014-09-01,"01/09/2014","09","2014","F15084",243,564,2012-09-01,2014-03-01,2013-11-01,2013-12-01,2011-12-01,2012-10-01,2011-09-01,2014-09-01,2012-09-01,2012-09-01,2014-03-01,2014-03-01,2013-11-01,2013-11-01,2013-12-01,2013-12-01,2011-12-01,2011-12-01,2012-10-01,2012-10-01,2011-09-01,2011-09-01,2014-09-01,2014-09-01,0.0147368421052632,0.061,15.3639171758771,0.0075675675675676,0.113108108108108,15.9469517417875
"565",565,12,8.71544476049006,-19.6246045777581,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,365.25,-776.15625,2013-06-24,2013,2014-08-09,"2014","2014/08","08","fin","Subpolar North Atlantic",2014,-19.6246045777581,-0.008,-0.263,-0.27,-19.895,2014-08-09,"09/08/2014","08","2014","F15084",220,565,2012-08-09,2014-02-09,2013-10-09,2013-11-09,2011-11-09,2012-09-09,2011-08-09,2014-08-09,2012-08-09,2012-08-09,2014-02-09,2014-02-09,2013-10-09,2013-10-09,2013-11-09,2013-11-09,2011-11-09,2011-11-09,2012-09-09,2012-09-09,2011-08-09,2011-08-09,2014-08-09,2014-08-09,-0.00888888888888888,0.107,15.2599693988404,-0.04,0.10825,15.9498856950249
"566",566,13,8.02501347672725,-19.7514206334173,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,388.078125,-753.328125,2013-07-17,2013,2014-07-17,"2014","2014/07","07","fin","Subpolar North Atlantic",2014,-19.7514206334173,-0.008,-0.263,-0.27,-20.022,2014-07-17,"17/07/2014","07","2014","F15084",197,566,2012-07-17,2014-01-17,2013-09-17,2013-10-17,2011-10-17,2012-08-17,2011-07-17,2014-07-17,2012-07-17,2012-07-17,2014-01-17,2014-01-17,2013-09-17,2013-09-17,2013-10-17,2013-10-17,2011-10-17,2011-10-17,2012-08-17,2012-08-17,2011-07-17,2011-07-17,2014-07-17,2014-07-17,-0.145555555555556,0.325,15.4606733226931,-0.0280555555555556,0.103055555555556,16.0258067106713
"567",567,14,7.80312599390362,-19.4538119866688,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,410.90625,-730.5,2013-08-09,2013,2014-06-25,"2014","2014/06","06","fin","Subpolar North Atlantic",2014,-19.4538119866688,-0.008,-0.263,-0.27,-19.724,2014-06-25,"25/06/2014","06","2014","F15084",175,567,2012-06-25,2013-12-25,2013-08-25,2013-09-25,2011-09-25,2012-07-25,2011-06-25,2014-06-25,2012-06-25,2012-06-25,2013-12-25,2013-12-25,2013-08-25,2013-08-25,2013-09-25,2013-09-25,2011-09-25,2011-09-25,2012-07-25,2012-07-25,2011-06-25,2011-06-25,2014-06-25,2014-06-25,-0.207777777777778,0.233,15.7677083539868,-0.075,0.0994722222222222,16.0219317358171
"568",568,15,8.69686813402111,-19.3955175094706,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,433.734375,-707.671875,2013-09-01,2013,2014-06-02,"2014","2014/06","06","fin","Subpolar North Atlantic",2014,-19.3955175094706,-0.008,-0.263,-0.27,-19.666,2014-06-02,"02/06/2014","06","2014","F15084",152,568,2012-06-02,2013-12-02,2013-08-02,2013-09-02,2011-09-02,2012-07-02,2011-06-02,2014-06-02,2012-06-02,2012-06-02,2013-12-02,2013-12-02,2013-08-02,2013-08-02,2013-09-02,2013-09-02,2011-09-02,2011-09-02,2012-07-02,2012-07-02,2011-06-02,2011-06-02,2014-06-02,2014-06-02,-0.207777777777778,0.233,15.7677083539868,-0.075,0.0994722222222222,16.0219317358171
"569",569,16,8.99409415752438,-19.3740405968186,"L","F15084","female","pregnant",218,"male",1998,66,2015-08-10,"6419","2812","NA",2015,456.5625,-684.84375,2013-09-24,2013,2014-05-10,"2014","2014/05","05","fin","Subpolar North Atlantic",2014,-19.3740405968186,-0.008,-0.263,-0.27,-19.644,2014-05-10,"10/05/2014","05","2014","F15084",129,569,2012-05-10,2013-11-10,2013-07-10,2013-08-10,2011-08-10,2012-06-10,2011-05-10,2014-05-10,2012-05-10,2012-05-10,2013-11-10,2013-11-10,2013-07-10,2013-07-10,2013-08-10,2013-08-10,2011-08-10,2011-08-10,2012-06-10,2012-06-10,2011-05-10,2011-05-10,2014-05-10,2014-05-10,-0.376666666666667,0.173,15.8749430626687,-0.0836111111111111,0.102722222222222,15.9396198418493
